Column Name,Question,Values,,
MT15,MT15.You said you don’t personally have a SIM card. Do you use a SIM card that belongs to somebody else?,"1=Yes
2=No",,
MT16_1,MT16.1.Whose SIM card you ever used? A member of this household,"1=Yes
2=No",,
MT16_2,MT16.2.Whose SIM card you ever used? A mobile money agent,"1=Yes
2=No",,
MT16_3,MT16.3.Whose SIM card you ever used? A friend or family member outside the household,"1=Yes
2=No",,
MT16_4,MT16.4.Whose SIM card you ever used? A neighbor,"1=Yes
2=No",,
MT16_96,MT16.96.Whose SIM card you ever used? Other (Specify),"1=Yes
2=No",,
MT16_99,MT16.99.Whose SIM card you ever used? DK,"1=Yes
2=No",,
MT17_1,"MT17.1.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Made calls","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_2,"MT17.2.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Received calls","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_3,"MT17.3.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Sent/received SMS/text messages","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_4,"MT17.4.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Sent/received photo messages (MMS) (Not using whatsapp or other social networks)
","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_5,"MT17.5.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Used/browsed the internet","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_6,"MT17.6.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Downloaded music, video or games","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_7,"MT17.7.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Made a financial transaction such as send/receive money, pay debt, or banking transaction","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_8,"MT17.8.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Used “Call Tunes” or other audio/video on-demand-from operator services","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_9,"MT17.9.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Used Facebook, Whatsapp, Twitter, Instagram or another social networking site","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_10,"MT17.10.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Downloaded/used any other mobile application","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_11,"MT17.11.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Took a color picture/ photo","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_12,"MT17.12.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Used touch-screen","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT17_13,"MT17.13.Apart from today, when was the last time you performed the following activities on your personal phone or on the phone that you borrow/rent from other people? Navigation/ Maps","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MT18_1,"MT18.1.Who do you turn to for advice or help with a mobile phone? I do not ask anyone, do not need help","1=Yes
2=No",,
MT18_2,MT18.2.Who do you turn to for advice or help with a mobile phone? Male relative,"1=Yes
2=No",,
MT18_3,MT18.3.Who do you turn to for advice or help with a mobile phone? Female relative,"1=Yes
2=No",,
MT18_4,MT18.4.Who do you turn to for advice or help with a mobile phone? Male friend,"1=Yes
2=No",,
MT18_5,MT18.5.Who do you turn to for advice or help with a mobile phone? Female friend,"1=Yes
2=No",,
MT18_6,MT18.6.Who do you turn to for advice or help with a mobile phone? Mobile money agent,"1=Yes
2=No",,
MT18_96,MT18.96.Who do you turn to for advice or help with a mobile phone? Other (Specify),"1=Yes
2=No",,
MT18_8,"MT18.8.Who do you turn to for advice or help with a mobile phone? Recharge shop, retail outlet","1=Yes
2=No",,
MT18A_1,"MT18A.1.If you had access to a phone, do you believe you could perform the following activities without help from other people? Make calls/receive calls","1=Yes
2=No",,
MT18A_2,"MT18A.2.If you had access to a phone, do you believe you could perform the following activities without help from other people? Navigate the menu on the phone","1=Yes
2=No",,
MT18A_3,"MT18A.3.If you had access to a phone, do you believe you could perform the following activities without help from other people? Send/receive text messages","1=Yes
2=No",,
MT18A_4,"MT18A.4.If you had access to a phone, do you believe you could perform the following activities without help from other people? Use/browse the internet","1=Yes
2=No",,
FF1,FF1. Do you personally have a bank account that is registered in your name? ,"1=Yes
2=No",,
FF2,FF2. Do you usually make transactions with your bank account yourself or does somebody else do them on your behalf?,"1=Make transactions myself
2=Somebody makes them on my behalf
3=I have not done any transaction",,
FF2A,FF2A. What was the main reason you signed up for a bank account?,"1=I needed an account to receive my salary/wages.
2=I needed an account to receive payments from the government (e.g., pension, unemployment payments, or government assistance)
3=I wanted to have access to credit or a credit card through a bank
4=An organization/government agency requested I sign up for an account
5=I had to send money to or receive money from another person 
6=I needed a bank account to make a purchase
7=Somebody requested I open an account/Another person opened the account for me
8=I had to send money to an organization/government agency(e.g., had to pay a bill)
9=An agent or sales person convinced me
10=I saw posters/billboards/radio/TV advertising that convinced me
11=Someone I know has a bank account and they recommended I open one 
12=I wanted to start saving money with a bank account
13=I wanted a safe place to store my money
14=I saw a promotion that I wanted to take advantage of
15=Most of my friends/family members are already using them/I saw other people using them and wanted to try it myself
16=An organization/the government opened an account for me
96=Other (Specify)",,
FF3,FF3.What is the main reason you do not have a bank account?,"1=I do not know what it is  
2=I do not know how to open one    
3=I do not have a state-issued/national ID or other required documents
4=There are no banks close to where I live 
5=I do not have money /  I do not have money to make any transactions with such an account
6=I do not need one, I do not make any transactions 
7=Registration paperwork is too complicated  
8=Registration fee is too high 
9=Using a bank account is difficult 
10=Fees for using a bank account are too high, I cannot afford the minimum balance 
11=No one among my friends or family has such an account
12=I do not understand the purpose of such an account, I do not know what I can use it for
13=A bank has agents but they are not accessible 
14=Banks are not reliable 
15=Banks do not offer the services I need 
16=Bank staff/agents are unfriendly; they make me feel unwelcomed
17=Bank hours are not convenient for me/ I don’t have time to go to a bank 
18=I never thought about using a bank 
19=I do not trust banks/that my money is safe in a bank /I would rather have my money close to me
20=I use mobile money 
21=I use somebody else’s account 
22=My husband, family, in-laws do not approve of me having a bank account.
23=I will not be able to go to a bank on my own 
24=It’s not approved by my religion 
96=Other(specify)
99=DK",,
FF4,FF4.Do you use a bank account that belongs to somebody else if you need to?,"1=Yes
2=No",,
FF5,"FF5.Which of the following services does your bank or the bank you use offer? It does not matter if you use those services, I just want to know if they are available to you.","1=At least one of the following: Savings, money transfers, insurance,  investment
2=Only loans
3=NONE OF THE ABOVE",,
FF6_1,FF6.1. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.You can access your account and make transactions using either a mobile phone application or the bank’s website,"1=Yes
2=No
99=DK",,
FF6_2,FF6.2. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.The bank offers a debit/ATM card with this account,"1=Yes
2=No
99=DK",,
FF6_3,FF6.3. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.The bank offers a credit card with this account,"1=Yes
2=No
99=DK",,
FF6_4,"FF6.4. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.You can transfer money to/from this account without using cash (e.g. receive salary or government benefits, direct deposit, automatic payments or withdrawals, transfers to/from other banks/mobile money account) ","1=Yes
2=No
99=DK",,
FF6_5,FF6.5. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.The bank offers life insurance/accident insurance with this account,"1=Yes
2=No
99=DK",,
FF6_6,FF6.6. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.The bank offers overdraft facility with this account,"1=Yes
2=No
99=DK",,
FF6_7,FF6.7. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.The bank offers facility to maintain zero balance or a very low balance in this account,"1=Yes
2=No
99=DK",,
FF6_8,FF6.8. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.I opened this account under Pradhan Mantri Jan Dhan Yojana (PMJDY),"1=Yes
2=No
99=DK",,
FF6_9,FF6.9. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.I can only make deposits of up to Rs. 1 lakh at my account. ,"1=Yes
2=No
99=DK",,
FF6_10,FF6.10. Please tell me which of them apply to your bank account or a bank account you use that belongs to someone else.My bank can only distribute loan products of other banks but cannot provide a loan itself. ,"1=Yes
2=No
99=DK",,
FF9,"FF9.Apart from today, when was the last time you made a deposit or withdrawal using a bank account, or used a bank account for any other financial activity?","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF10_1,"FF10.1.When you use a bank account for any financial activity, do you use any of the following? Over the counter in a branch of the bank ","1=Yes
2=No",,
FF10_2,"FF10.2.When you use a bank account for any financial activity, do you use any of the following? ATM","1=Yes
2=No",,
FF10_3,"FF10.3.When you use a bank account for any financial activity, do you use any of the following? Bank deposits or withdrawals over the counter at a retail store","1=Yes
2=No",,
FF10_4,"FF10.4.When you use a bank account for any financial activity, do you use any of the following? Bank’s website/online banking","1=Yes
2=No",,
FF10_5,"FF10.5.When you use a bank account for any financial activity, do you use any of the following? Mobile app/mobile banking","1=Yes
2=No",,
FF10_6,"FF10.6.When you use a bank account for any financial activity, do you use any of the following? A door-to-door agent or another person who is associated with this bank ","1=Yes
2=No",,
FF10_96,"FF10.96.When you use a bank account for any financial activity, do you use any of the following? Other (Specify)","1=Yes
2=No",,
FF13,"FF13.Of the different ways you use a bank for financial activities, which is your preferred way?  ","1=Over the counter in a branch of the bank
2=ATM
3=Bank deposits or withdrawals over the counter at a retail store
4=Bank’s website/online banking
5=Mobile app/mobile banking
6=A door-to-door agent or another person who is associated with this bank 
96=Other (Specify)",,
FF14_1,FF14.1.Which of the following have you ever done using a bank account? Deposited money,"1=Yes
2=No",,
FF14_2,FF14.2.Which of the following have you ever done using a bank account? Withdrew money,"1=Yes
2=No",,
FF14_3,"FF14.3.Which of the following have you ever done using a bank account? Bought airtime top-ups, pay mobile phone bill","1=Yes
2=No",,
FF14_4,FF14.4.Which of the following have you ever done using a bank account? Paid a school fee,"1=Yes
2=No",,
FF14_5,FF14.5.Which of the following have you ever done using a bank account? Paid a medical bill,"1=Yes
2=No",,
FF14_6,"FF14.6.Which of the following have you ever done using a bank account? Paid a utility bill (i.e., electricity, water, solar, TV/cable) ","1=Yes
2=No",,
FF14_7,FF14.7.Which of the following have you ever done using a bank account? Paid rent,"1=Yes
2=No",,
FF14_8,"FF14.8.Which of the following have you ever done using a bank account? Paid a government bill, including tax, fine or fee","1=Yes
2=No",,
FF14_9,"FF14.9.Which of the following have you ever done using a bank account? Sent money to family members, friends, workmates or other acquaintances for regular support/allowances, to help with emergencies, or for other reasons","1=Yes
2=No",,
FF14_10,"FF14.10.Which of the following have you ever done using a bank account? Received money from family members, friends, workmates or other acquaintances for regular support/allowances, to help with emergencies, or for other reasons","1=Yes
2=No",,
FF14_11,"FF14.11.Which of the following have you ever done using a bank account? Received a welfare, pension or other benefit payment from the government ","1=Yes
2=No",,
FF14_12,FF14.12.Which of the following have you ever done using a bank account? Received wages for primary or secondary job,"1=Yes
2=No",,
FF14_13,"FF14.13.Which of the following have you ever done using a bank account? Paid for large acquisitions, including land, cattle, residence","1=Yes
2=No",,
FF14_14,FF14.14.Which of the following have you ever done using a bank account? Made insurance-related payments or received claims on insurance,"1=Yes
2=No",,
FF14_15,"FF14.15.Which of the following have you ever done using a bank account? Took a loan or made payments on a loan, given a loan or received payments on a loan","1=Yes
2=No",,
FF14_16,FF14.16.Which of the following have you ever done using a bank account? Saved money for a future purchase or payment,"1=Yes
2=No",,
FF14_17,"FF14.17.Which of the following have you ever done using a bank account? Set aside money for pension, paid pension contributions","1=Yes
2=No",,
FF14_18,FF14.18.Which of the following have you ever done using a bank account? Set money aside just in case/for an undetermined purpose,"1=Yes
2=No",,
FF14_19,"FF14.19.Which of the following have you ever done using a bank account? Made an investment, including bought stock or shares","1=Yes
2=No",,
FF14_20,"FF14.20.Which of the following have you ever done using a bank account? Paid for goods or services at a grocery store, clothing shop or any other store/shop","1=Yes
2=No",,
FF14_21,FF14.21.Which of the following have you ever done using a bank account? Transferred money between a bank account and an account with another financial institution,"1=Yes
2=No",,
FF14_22,FF14.22.Which of the following have you ever done using a bank account? Paid money to or received money from your savings and/or lending group,"1=Yes
2=No",,
FF14_23,"FF14.23.Which of the following have you ever done using a bank account? Account maintenance: Checked your account balance, changed PIN, received mini-statement, etc.","1=Yes
2=No",,
FF14_96,FF14.96.Which of the following have you ever done using a bank account? Other (Specify),"1=Yes
2=No",,
FF16_1,FF16.1.When was the last time you used a bank account for this activity?Deposited money,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_2,FF16.2.When was the last time you used a bank account for this activity?Withdrew money,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_3,"FF16.3.When was the last time you used a bank account for this activity?Bought airtime top-ups, pay mobile phone bill","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_4,FF16.4.When was the last time you used a bank account for this activity?Paid a school fee,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_5,FF16.5.When was the last time you used a bank account for this activity?Paid a medical bill,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_6,"FF16.6.When was the last time you used a bank account for this activity?Paid a utility bill (i.e., electricity, water, solar, TV/cable) ","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_7,FF16.7.When was the last time you used a bank account for this activity?Paid rent,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_8,"FF16.8.When was the last time you used a bank account for this activity?Paid a government bill, including tax, fine or fee","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_9,"FF16.9.When was the last time you used a bank account for this activity?Sent money to family members, friends, workmates or other acquaintances for regular support/allowances, to help with emergencies, or for other reasons","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_10,"FF16.10.When was the last time you used a bank account for this activity?Received money from family members, friends, workmates or other acquaintances for regular support/allowances, to help with emergencies, or for other reasons","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_11,"FF16.11.When was the last time you used a bank account for this activity?Received a welfare, pension or other benefit payment from the government ","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_12,FF16.12.When was the last time you used a bank account for this activity?Received wages for primary or secondary job,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_13,"FF16.13.When was the last time you used a bank account for this activity?Paid for large acquisitions, including land, cattle, residence","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_14,FF16.14.When was the last time you used a bank account for this activity?Made insurance-related payments or received claims on insurance,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_15,"FF16.15.When was the last time you used a bank account for this activity?Took a loan or made payments on a loan, given a loan or received payments on a loan","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_16,FF16.16.When was the last time you used a bank account for this activity?Saved money for a future purchase or payment,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_17,"FF16.17.When was the last time you used a bank account for this activity?Set aside money for pension, paid pension contributions","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_18,FF16.18.When was the last time you used a bank account for this activity?Set money aside just in case/for an undetermined purpose,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_19,"FF16.19.When was the last time you used a bank account for this activity?Made an investment, including bought stock or shares","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_20,"FF16.20.When was the last time you used a bank account for this activity?Paid for goods or services at a grocery store, clothing shop or any other store/shop","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_21,FF16.21.When was the last time you used a bank account for this activity?Transferred money between a bank account and an account with another financial institution,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_22,FF16.22.When was the last time you used a bank account for this activity?Paid money to or received money from your savings and/or lending group,"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_23,"FF16.23.When was the last time you used a bank account for this activity?Account maintenance: Checked your account balance, changed PIN, received mini-statement, etc.","1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF16_96,FF16.96.When was the last time you used a bank account for this activity?Other (Specify),"1=Yesterday
2=In the past 7 days
3=In the past  30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
FF19_1,"FF19.1.In the past 6 months, have you ever experienced any of the following when using a bank account? Unexpected charges –Fee Deduction by Bank without any information","1=Yes
2=No",,
FF19_2,"FF19.2.In the past 6 months, have you ever experienced any of the following when using a bank account? Lost money – Drop in available funds in bank account (Because of Bank mishandling or fraudulent activites by anyone)","1=Yes
2=No",,
FF19_3,"FF19.3.In the past 6 months, have you ever experienced any of the following when using a bank account? Registered a complaint  or called a customer care line","1=Yes
2=No",,
FF19_4,"FF19.4.In the past 6 months, have you ever experienced any of the following when using a bank account? ATM machine not working  ","1=Yes
2=No",,
FF19_5,"FF19.5.In the past 6 months, have you ever experienced any of the following when using a bank account? ATM/Debit/credit card did not work when paying for goods/services","1=Yes
2=No",,
FF19_6,"FF19.6.In the past 6 months, have you ever experienced any of the following when using a bank account? Could not use my bank account, whether, online or offline because of maintainence/system failure / server down","1=Yes
2=No",,
FF19_7,"FF19.7.In the past 6 months, have you ever experienced any of the following when using a bank account? A scam asking for your bank details or information","1=Yes
2=No",,
FF19_8,"FF19.8.In the past 6 months, have you ever experienced any of the following when using a bank account? Paid an extra fee at a bank branch, such as a fee paid to a security guard","1=Yes
2=No",,
FF20,FF20.Do you currently have a loan through your bank account?,"1=Yes
2=No",,
MM1,MM1.Have you ever heard of something called Mobile Money?,"1=Yes
2=No",,
MM2_1,MM2.1.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Aircel Money,"1=Yes
2=No",,
MM2_2,MM2.2.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Airtel Money,"1=Yes
2=No",,
MM2_3,MM2.3.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Alpha Money ,"1=Yes
2=No",,
MM2_4,MM2.4.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Beam Money,"1=Yes
2=No",,
MM2_5,MM2.5.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: EkoCounter,"1=Yes
2=No",,
MM2_6,MM2.6.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Idea Mycash,"1=Yes
2=No",,
MM2_7,MM2.7.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Loop wallet (M-Pay) ,"1=Yes
2=No",,
MM2_8,MM2.8.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Money on Mobile,"1=Yes
2=No",,
MM2_9,MM2.9.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: MRupee,"1=Yes
2=No",,
MM2_10,MM2.10.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Oxicash,"1=Yes
2=No",,
MM2_11,MM2.11.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: State Bank Mobicash,"1=Yes
2=No",,
MM2_12,MM2.12.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Suvidhaa money ,"1=Yes
2=No",,
MM2_13,MM2.13.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Vodafone M-Pesa,"1=Yes
2=No",,
MM2_14,MM2.14.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Union Bank Money,"1=Yes
2=No",,
MM2_15,MM2.15.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Other1 (specify),"1=Yes
2=No",,
MM2_16,MM2.16.Please tell me the names of any mobile money services that you are aware of? Spontaneous recall: Other2 (specify),"1=Yes
2=No",,
MM3_1,MM3.1.Have you ever heard about the following mobile money services? Prompted recall: Aircel Money,"1=Yes
2=No",,
MM3_2,MM3.2.Have you ever heard about the following mobile money services? Prompted recall: Airtel Money,"1=Yes
2=No",,
MM3_3,MM3.3.Have you ever heard about the following mobile money services? Prompted recall: Alpha Money ,"1=Yes
2=No",,
MM3_4,MM3.4.Have you ever heard about the following mobile money services? Prompted recall: Beam Money,"1=Yes
2=No",,
MM3_5,MM3.5.Have you ever heard about the following mobile money services? Prompted recall: EkoCounter,"1=Yes
2=No",,
MM3_6,MM3.6.Have you ever heard about the following mobile money services? Prompted recall: Idea Mycash,"1=Yes
2=No",,
MM3_7,MM3.7.Have you ever heard about the following mobile money services? Prompted recall: Loop wallet (M-Pay) ,"1=Yes
2=No",,
MM3_8,MM3.8.Have you ever heard about the following mobile money services? Prompted recall: Money on Mobile,"1=Yes
2=No",,
MM3_9,MM3.9.Have you ever heard about the following mobile money services? Prompted recall: MRupee,"1=Yes
2=No",,
MM3_10,MM3.10.Have you ever heard about the following mobile money services? Prompted recall: Oxicash,"1=Yes
2=No",,
MM3_11,MM3.11.Have you ever heard about the following mobile money services? Prompted recall: State Bank Mobicash,"1=Yes
2=No",,
MM3_12,MM3.12.Have you ever heard about the following mobile money services? Prompted recall: Suvidhaa money ,"1=Yes
2=No",,
MM3_13,MM3.13.Have you ever heard about the following mobile money services? Prompted recall: Vodafone M-Pesa,"1=Yes
2=No",,
MM3_14,MM3.14.Have you ever heard about the following mobile money services? Prompted recall: Union Bank Money,"1=Yes
2=No",,
MM3_15,MM3.15.Have you ever heard about the following mobile money services? Prompted recall: Other1 (specify),"1=Yes
2=No",,
MM3_16,MM3.16.Have you ever heard about the following mobile money services? Prompted recall: Other2 (specify),"1=Yes
2=No",,
MM4_1,MM4.1.Have you ever used this mobile money service for any financial activity?Aircel Money,"1=Yes
2=No",,
MM4_2,MM4.2.Have you ever used this mobile money service for any financial activity?Airtel Money,"1=Yes
2=No",,
MM4_3,MM4.3.Have you ever used this mobile money service for any financial activity?Alpha Money ,"1=Yes
2=No",,
MM4_4,MM4.4.Have you ever used this mobile money service for any financial activity?Beam Money,"1=Yes
2=No",,
MM4_5,MM4.5.Have you ever used this mobile money service for any financial activity?EkoCounter,"1=Yes
2=No",,
MM4_6,MM4.6.Have you ever used this mobile money service for any financial activity?Idea Mycash,"1=Yes
2=No",,
MM4_7,MM4.7.Have you ever used this mobile money service for any financial activity?Loop wallet (M-Pay) ,"1=Yes
2=No",,
MM4_8,MM4.8.Have you ever used this mobile money service for any financial activity?Money on Mobile,"1=Yes
2=No",,
MM4_9,MM4.9.Have you ever used this mobile money service for any financial activity?MRupee,"1=Yes
2=No",,
MM4_10,MM4.10.Have you ever used this mobile money service for any financial activity?Oxicash,"1=Yes
2=No",,
MM4_11,MM4.11.Have you ever used this mobile money service for any financial activity?State Bank Mobicash,"1=Yes
2=No",,
MM4_12,MM4.12.Have you ever used this mobile money service for any financial activity?Suvidhaa money ,"1=Yes
2=No",,
MM4_13,MM4.13.Have you ever used this mobile money service for any financial activity?Vodafone M-Pesa,"1=Yes
2=No",,
MM4_14,MM4.14.Have you ever used this mobile money service for any financial activity?Union Bank Money,"1=Yes
2=No",,
MM4_15,MM4.15.Have you ever used this mobile money service for any financial activity?Other1 (specify),"1=Yes
2=No",,
MM4_16,MM4.16.Have you ever used this mobile money service for any financial activity?Other2 (specify),"1=Yes
2=No",,
MM5_1,"MM5.1.Apart from today, when was the last time you conducted any financial activity with this mobile money service? Aircel Money","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_2,"MM5.2.Apart from today, when was the last time you conducted any financial activity with this mobile money service? Airtel Money","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_3,"MM5.3.Apart from today, when was the last time you conducted any financial activity with this mobile money service? Alpha Money ","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_4,"MM5.4.Apart from today, when was the last time you conducted any financial activity with this mobile money service? Beam Money","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_5,"MM5.5.Apart from today, when was the last time you conducted any financial activity with this mobile money service? EkoCounter","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_6,"MM5.6.Apart from today, when was the last time you conducted any financial activity with this mobile money service? Idea Mycash","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_7,"MM5.7.Apart from today, when was the last time you conducted any financial activity with this mobile money service? Loop wallet (M-Pay) ","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_8,"MM5.8.Apart from today, when was the last time you conducted any financial activity with this mobile money service? Money on Mobile","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_9,"MM5.9.Apart from today, when was the last time you conducted any financial activity with this mobile money service? MRupee","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_10,"MM5.10.Apart from today, when was the last time you conducted any financial activity with this mobile money service? Oxicash","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_11,"MM5.11.Apart from today, when was the last time you conducted any financial activity with this mobile money service? State Bank Mobicash","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
MM5_12,"MM5.12.Apart from today, when was the last time you conducted any financial activity with this mobile money service? Suvidhaa money ","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago",,
